,adj_close,return,india_vix,1Y,3Y,5Y,10Y,net_laf,net_laf_ma30,net_laf_sd30,liquidity_z_30d,rv_30d,rv_30d_ann,vix_30d,vix_pct,vix_ann_est,rv_30d_ann_filled,vix_minus_rv,yield_slope_10y_1y,yield_curvature,yield_5y_3y,vol_liq_interaction,high_vol_flag,liquidity_stress_flag,rv_90d,rv_90d_ann,vol_cluster_ratio,pred_2,pred_3,pred_4,regime_ensemble,regime_hmm_2,regime_hmm_3,regime_hmm_4
2025-03-13,22397.199219,-0.003262,13.280000,5.573000,5.845000,6.227000,6.526000,5571.000000,-25700.633300,111280.573700,0.281000,0.007044,0.111827,14.333103,13.280000,0.132800,0.111827,0.020973,0.953000,0.355000,0.382000,0.031423,0,0,0.007937,0.125992,0.887577,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-17,22508.750000,0.004981,13.420000,5.573000,5.845000,6.227000,6.526000,32269.000000,-24396.766700,111209.518400,0.509500,0.006830,0.108425,14.231429,13.420000,0.134200,0.108425,0.025775,0.953000,0.355000,0.382000,0.055243,0,0,0.008007,0.127113,0.852978,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-18,22834.300781,0.014463,13.210000,5.573000,5.845000,6.227000,6.526000,-8354.000000,-20227.333300,109308.993400,0.108600,0.006672,0.105921,14.202500,13.210000,0.132100,0.105921,0.026179,0.953000,0.355000,0.382000,0.011503,0,0,0.008101,0.128601,0.823635,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-19,22907.599609,0.003210,13.300000,5.573000,5.845000,6.227000,6.526000,44275.000000,-14529.933300,108017.690000,0.544400,0.006727,0.106791,14.174643,13.300000,0.133000,0.106791,0.026209,0.953000,0.355000,0.382000,0.058137,0,0,0.007982,0.126706,0.842825,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-20,23190.650391,0.012356,12.600000,5.573000,5.845000,6.227000,6.526000,-2333.000000,-11233.066700,106782.253900,0.083300,0.007171,0.113833,14.118214,12.600000,0.126000,0.113833,0.012167,0.953000,0.355000,0.382000,0.009482,0,0,0.008098,0.128551,0.885505,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-21,23350.400391,0.006889,12.580000,5.573000,5.845000,6.227000,6.526000,14313.000000,-14071.033300,104853.072600,0.270700,0.007304,0.115941,14.078571,12.580000,0.125800,0.115941,0.009859,0.953000,0.355000,0.382000,0.031385,0,0,0.008086,0.128356,0.903281,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-24,23658.349609,0.013188,13.700000,5.573000,5.845000,6.227000,6.526000,-45234.000000,-20178.700000,100953.809600,-0.248200,0.007586,0.120419,14.051786,13.700000,0.137000,0.120419,0.016581,0.953000,0.355000,0.382000,-0.029888,0,0,0.008202,0.130202,0.924869,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-25,23668.650391,0.000435,13.640000,5.573000,5.845000,6.227000,6.526000,-81243.000000,-27304.400000,97281.093400,-0.554500,0.007095,0.112638,14.007857,13.640000,0.136400,0.112638,0.023762,0.953000,0.355000,0.382000,-0.062458,0,0,0.008197,0.130124,0.865615,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-26,23486.849609,-0.007681,13.470000,5.573000,5.845000,6.227000,6.526000,-107152.000000,-35820.000000,92438.679400,-0.771700,0.007272,0.115436,13.956786,13.470000,0.134700,0.115436,0.019264,0.953000,0.355000,0.382000,-0.089082,0,0,0.008192,0.130045,0.887663,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-03-27,23591.949219,0.004475,13.300000,5.573000,5.845000,6.227000,6.526000,-179451.000000,-47903.966700,86331.281400,-1.523700,0.007301,0.115904,13.897500,13.300000,0.133000,0.115904,0.017096,0.953000,0.355000,0.382000,-0.176603,0,1,0.008168,0.129666,0.893870,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-03-28,23519.349609,-0.003077,12.720000,5.573000,5.845000,6.227000,6.526000,-182792.000000,-60509.300000,76651.093300,-1.595300,0.007269,0.115393,13.815357,12.720000,0.127200,0.115393,0.011807,0.953000,0.355000,0.382000,-0.184086,0,1,0.007760,0.123178,0.936795,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-04-01,23165.699219,-0.015037,13.780000,5.573000,5.845000,6.227000,6.526000,-354478.000000,-85625.433300,105897.229900,-2.538800,0.008017,0.127264,13.674815,13.780000,0.137800,0.127264,0.010536,0.953000,0.355000,0.382000,-0.323098,0,1,0.007831,0.124320,1.023681,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-04-02,23332.349609,0.007194,13.720000,,,,,-385235.000000,-95846.100000,119163.081700,-2.428500,0.008120,0.128902,13.611852,13.720000,0.137200,0.128902,0.008298,,,,-0.313038,0,1,0.007864,0.124845,1.032496,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-04-03,23250.099609,-0.003525,13.600000,,,,,-407600.000000,-109301.100000,130662.747100,-2.283000,0.008155,0.129464,13.571852,13.600000,0.136000,0.129464,0.006536,,,,-0.295567,0,1,0.007713,0.122441,1.057358,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-04-04,22904.449219,-0.014867,13.760000,,,,,-223901.000000,-120045.600000,126167.074300,-0.823200,0.008620,0.136834,13.543333,13.760000,0.137600,0.136834,0.000766,,,,-0.112642,0,0,0.007803,0.123867,1.104689,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2025-04-07,22161.599609,-0.032433,22.790001,,,,,-148340.000000,-123669.733300,125335.881200,-0.196800,0.010492,0.166554,13.852593,22.790001,0.227900,0.166554,0.061346,,,,-0.032778,1,0,0.008493,0.134815,1.235427,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-08,22535.849609,0.016887,20.440001,,,,,-139931.000000,-127102.966700,124284.315200,-0.103200,0.011019,0.174917,14.101482,20.440001,0.204400,0.174917,0.029483,,,,-0.018051,1,0,0.008662,0.137510,1.272033,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-09,22399.150391,-0.006066,21.430000,,,,,-168698.000000,-129355.366700,124409.541100,-0.316200,0.010874,0.172622,14.363214,21.430000,0.214300,0.172622,0.041678,,,,-0.054583,1,0,0.008679,0.137773,1.252943,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-11,22828.550781,0.019170,20.110001,,,,,-177108.000000,-136308.966700,123324.732600,-0.330800,0.011048,0.175375,14.631852,20.110001,0.201100,0.175375,0.025725,,,,-0.058014,1,0,0.008924,0.141669,1.237916,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-15,23328.550781,0.021902,16.129999,,,,,-167530.000000,-135049.300000,122617.533100,-0.264900,0.011944,0.189607,14.753846,16.129999,0.161300,0.189607,-0.028307,,,,-0.050227,1,0,0.009313,0.147842,1.282494,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-16,23437.199219,0.004657,15.870000,,,,,-177650.000000,-135043.100000,122615.299700,-0.347500,0.011804,0.187385,14.838462,15.870000,0.158700,0.187385,-0.028685,,,,-0.065116,1,0,0.009329,0.148086,1.265374,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-17,23851.650391,0.017683,15.470000,,,,,-221938.000000,-136586.100000,123432.430200,-0.691500,0.012124,0.192468,14.905385,15.470000,0.154700,0.192468,-0.037768,,,,-0.133092,1,0,0.009531,0.151292,1.272161,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-21,24125.550781,0.011483,15.520000,,,,,-39965.000000,-139524.000000,124425.490600,0.800100,0.012424,0.197226,15.024000,15.520000,0.155200,0.197226,-0.042026,,,,0.157801,1,0,0.009613,0.152603,1.292418,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-22,24167.250000,0.001728,15.230000,,,,,-72149.000000,-138756.600000,124778.965000,0.533800,0.012424,0.197223,15.070400,15.230000,0.152300,0.197223,-0.044923,,,,0.105277,1,0,0.009501,0.150832,1.307568,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-23,24328.949219,0.006691,15.960000,,,,,-93364.000000,-139828.966700,124226.404900,0.374000,0.012414,0.197070,15.161200,15.960000,0.159600,0.197070,-0.037470,,,,0.073704,1,0,0.009509,0.150952,1.305513,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-24,24246.699219,-0.003381,16.250000,,,,,-136627.000000,-144568.900000,121162.314000,0.065500,0.012417,0.197111,15.280000,16.250000,0.162500,0.197111,-0.034611,,,,0.012911,1,0,0.009448,0.149980,1.314246,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-25,24039.349609,-0.008552,17.160000,,,,,-137761.000000,-148065.266700,119327.403800,0.086400,0.012384,0.196594,15.352308,17.160000,0.171600,0.196594,-0.024994,,,,0.016986,1,0,0.009343,0.148318,1.325490,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-28,24328.500000,0.012028,16.940001,,,,,-126101.000000,-153344.266700,114478.999000,0.238000,0.012510,0.198597,15.487692,16.940001,0.169400,0.198597,-0.029197,,,,0.047266,1,0,0.009403,0.149269,1.330466,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-29,24335.949219,0.000306,17.370001,,,,,-115076.000000,-156901.666700,111435.836700,0.375300,0.012301,0.195273,15.647692,17.370001,0.173700,0.195273,-0.021573,,,,0.073286,1,0,0.009402,0.149247,1.308386,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-04-30,24334.199219,-0.000072,18.219999,,,,,-143521.000000,-163161.533300,104823.634900,0.187400,0.012311,0.195425,15.836923,18.219999,0.182200,0.195425,-0.013225,,,,0.036623,1,0,0.009345,0.148347,1.317343,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-02,24346.699219,0.000514,18.260000,,,,,-193087.000000,-175570.100000,94244.984800,-0.185900,0.012353,0.196099,16.193600,18.260000,0.182600,0.196099,-0.013499,,,,-0.036455,1,0,0.009398,0.149190,1.314422,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-05,24461.150391,0.004701,18.340000,,,,,-156575.000000,-179281.466700,91074.332100,0.249300,0.012140,0.192721,16.379200,18.340000,0.183400,0.192721,-0.009321,,,,0.048045,1,0,0.009374,0.148806,1.295120,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-06,24379.599609,-0.003334,19.000000,,,,,-172742.000000,-182331.433300,89190.543800,0.107500,0.012176,0.193292,16.593600,19.000000,0.190000,0.193292,-0.003292,,,,0.020779,1,0,0.009383,0.148951,1.297684,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-07,24414.400391,0.001427,19.059999,,,,,-126926.000000,-182990.566700,88687.444400,0.632200,0.012033,0.191020,16.817200,19.059999,0.190600,0.191020,-0.000420,,,,0.120763,1,0,0.009375,0.148818,1.283582,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-08,24273.800781,-0.005759,21.010000,,,,,-167137.000000,-182580.100000,88732.875700,0.174000,0.012106,0.192174,17.125600,21.010000,0.210100,0.192174,0.017926,,,,0.033438,1,0,0.009173,0.145610,1.319779,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-09,24008.000000,-0.010950,21.629999,,,,,-205331.000000,-183331.400000,88830.097200,-0.247700,0.012322,0.195613,17.482000,21.629999,0.216300,0.195613,0.020687,,,,-0.048453,1,0,0.009214,0.146270,1.337343,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-12,24924.699219,0.038183,18.389999,5.482000,5.548000,6.185000,6.500000,-203269.000000,-177542.633300,81101.005500,-0.317200,0.014115,0.224074,17.516923,18.389999,0.183900,0.224074,-0.040174,1.018000,0.388000,0.637000,-0.071076,1,0,0.009948,0.157927,1.418845,1.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000
2025-05-13,24578.349609,-0.013896,18.200001,5.482000,5.548000,6.185000,6.500000,-163915.000000,-171190.533300,73908.828500,0.098400,0.014061,0.223210,17.686923,18.200001,0.182000,0.223210,-0.041210,1.018000,0.388000,0.637000,0.021964,1,0,0.010070,0.159856,1.396313,1.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000
2025-05-14,24666.900391,0.003603,17.230000,5.482000,5.548000,6.185000,6.500000,-218343.000000,-165627.466700,62668.482700,-0.841200,0.014029,0.222707,17.821923,17.230000,0.172300,0.222707,-0.050407,1.018000,0.388000,0.637000,-0.187341,1,0,0.010075,0.159931,1.392524,1.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000
2025-05-15,25062.099609,0.016021,16.889999,5.482000,5.548000,6.185000,6.500000,-256530.000000,-160591.800000,46551.657800,-2.060900,0.014230,0.225902,17.948462,16.889999,0.168900,0.225902,-0.057002,1.018000,0.388000,0.637000,-0.465561,1,1,0.010182,0.161633,1.397619,1.000000,2.000000,3.000000,3.000000,1.000000,2.000000,3.000000
2025-05-16,25019.800781,-0.001688,16.549999,5.482000,5.548000,6.185000,6.500000,-259125.000000,-161765.933300,48602.549800,-2.003200,0.013797,0.219023,18.055769,16.549999,0.165500,0.219023,-0.053523,1.018000,0.388000,0.637000,-0.438748,1,1,0.010172,0.161468,1.356455,1.000000,2.000000,3.000000,3.000000,1.000000,2.000000,3.000000
2025-05-19,24945.449219,-0.002972,17.360001,5.482000,5.548000,6.185000,6.500000,-228514.000000,-164438.400000,50022.344600,-1.280900,0.011793,0.187204,17.846923,17.360001,0.173600,0.187204,-0.013604,1.018000,0.388000,0.637000,-0.239790,1,1,0.010032,0.159259,1.175468,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-20,24683.900391,-0.010485,17.389999,5.482000,5.548000,6.185000,6.500000,-200375.000000,-166453.200000,50218.096000,-0.675500,0.011876,0.188526,17.729615,17.389999,0.173900,0.188526,-0.014626,1.018000,0.388000,0.637000,-0.127349,1,0,0.010106,0.160422,1.175192,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-21,24813.449219,0.005248,17.549999,5.482000,5.548000,6.185000,6.500000,-166157.000000,-166368.500000,50216.322100,0.004200,0.011715,0.185967,17.580385,17.549999,0.175500,0.185967,-0.010467,1.018000,0.388000,0.637000,0.000781,1,0,0.010117,0.160602,1.157941,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-22,24609.699219,-0.008211,17.260000,5.482000,5.548000,6.185000,6.500000,-133590.000000,-165643.300000,50537.063300,0.634300,0.011726,0.186139,17.568518,17.260000,0.172600,0.186139,-0.013539,1.018000,0.388000,0.637000,0.118068,1,0,0.010159,0.161262,1.154267,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-23,24853.150391,0.009892,17.280001,5.482000,5.548000,6.185000,6.500000,-204705.000000,-166563.200000,51001.973900,-0.747800,0.011381,0.180674,17.463704,17.280001,0.172800,0.180674,-0.007874,1.018000,0.388000,0.637000,-0.135108,1,0,0.010190,0.161763,1.116904,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-26,25001.150391,0.005955,18.020000,5.482000,5.548000,6.185000,6.500000,-204282.000000,-169016.500000,50986.677600,-0.691700,0.011181,0.177487,17.483571,18.020000,0.180200,0.177487,0.002713,1.018000,0.388000,0.637000,-0.122768,1,0,0.010189,0.161749,1.097300,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-27,24826.199219,-0.006998,18.540001,5.482000,5.548000,6.185000,6.500000,-222977.000000,-170864.733300,51927.218500,-1.003600,0.010726,0.170263,17.569643,18.540001,0.185400,0.170263,0.015137,1.018000,0.388000,0.637000,-0.170876,1,1,0.010098,0.160303,1.062135,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-28,24752.449219,-0.002971,18.020000,5.482000,5.548000,6.185000,6.500000,-225800.000000,-172469.733300,52879.566300,-1.008500,0.010760,0.170806,17.646429,18.020000,0.180200,0.170806,0.009394,1.018000,0.388000,0.637000,-0.172258,1,1,0.010094,0.160231,1.065998,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-29,24833.599609,0.003278,16.420000,5.482000,5.548000,6.185000,6.500000,-213340.000000,-172183.133300,52624.896600,-0.782100,0.010318,0.163789,17.680357,16.420000,0.164200,0.163789,0.000411,1.018000,0.388000,0.637000,-0.128100,1,0,0.010096,0.160271,1.021955,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-05-30,24750.699219,-0.003338,16.080000,5.482000,5.548000,6.185000,6.500000,-218837.000000,-172443.700000,52842.725900,-0.878000,0.010171,0.161467,17.625172,16.080000,0.160800,0.161467,-0.000667,1.018000,0.388000,0.637000,-0.141768,0,0,0.010087,0.160123,1.008393,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-02,24716.599609,-0.001378,17.160000,,,,,-285970.000000,-180643.866700,50616.403800,-2.080900,0.009992,0.158611,17.681724,17.160000,0.171600,0.158611,0.012989,,,,-0.330054,0,1,0.009998,0.158705,0.999407,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-03,24542.500000,-0.007044,16.559999,,,,,-309121.000000,-188542.933300,51582.531700,-2.337600,0.010097,0.160289,17.727586,16.559999,0.165600,0.160289,0.005311,,,,-0.374692,0,1,0.010023,0.159112,1.007401,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-04,24620.199219,0.003166,15.750000,,,,,-294349.000000,-195242.433300,51845.714400,-1.911600,0.010042,0.159414,17.720345,15.750000,0.157500,0.159414,-0.001914,,,,-0.304736,0,1,0.009986,0.158524,1.005614,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-05,24750.900391,0.005309,15.080000,,,,,-311685.000000,-201077.700000,54788.923300,-2.018800,0.010053,0.159589,17.680000,15.080000,0.150800,0.159589,-0.008789,,,,-0.322178,0,1,0.009993,0.158638,1.005993,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-06,25003.050781,0.010188,14.630000,,,,,-321419.000000,-207199.633300,57655.827600,-1.981100,0.010036,0.159310,17.592759,14.630000,0.146300,0.159310,-0.013010,,,,-0.315609,0,1,0.009982,0.158457,1.005385,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-09,25103.199219,0.004005,14.690000,,,,,-253021.000000,-211430.300000,56136.315700,-0.740900,0.009841,0.156221,17.515172,14.690000,0.146900,0.156221,-0.009321,,,,-0.115744,0,0,0.009966,0.158201,0.987478,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-10,25104.250000,0.000042,14.020000,,,,,-270315.000000,-216604.933300,54064.853800,-0.993400,0.009842,0.156235,17.399655,14.020000,0.140200,0.156235,-0.016035,,,,-0.155204,0,0,0.009821,0.155896,1.002176,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-11,25141.400391,0.001480,13.670000,,,,,-264628.000000,-220641.833300,52929.133100,-0.831000,0.009839,0.156196,17.242759,13.670000,0.136700,0.156196,-0.019496,,,,-0.129798,0,0,0.009817,0.155837,1.002300,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-12,24888.199219,-0.010071,14.020000,,,,,-284564.000000,-224554.300000,53179.275200,-1.128400,0.009884,0.156900,17.135333,14.020000,0.140200,0.156900,-0.016700,,,,-0.177046,0,1,0.009876,0.156770,1.000827,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-13,24718.599609,-0.006814,15.080000,,,,,-370881.000000,-230480.766700,59126.003900,-2.374600,0.009981,0.158445,17.029333,15.080000,0.150800,0.158445,-0.007645,,,,-0.376243,0,1,0.009906,0.157256,1.007563,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-16,24946.500000,0.009220,14.840000,,,,,-276532.000000,-234479.333300,58001.083100,-0.725000,0.010079,0.160007,16.912667,14.840000,0.148400,0.160007,-0.011607,,,,-0.116005,0,0,0.009908,0.157287,1.017287,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-17,24853.400391,-0.003732,14.400000,,,,,-298674.000000,-238677.066700,57935.895500,-1.035600,0.010085,0.160098,16.759333,14.400000,0.144000,0.160098,-0.016098,,,,-0.165797,0,1,0.009798,0.155534,1.029345,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-18,24812.050781,-0.001664,14.280000,,,,,-295823.000000,-244306.966700,54824.785200,-0.939600,0.010093,0.160225,16.600000,14.280000,0.142800,0.160225,-0.017425,,,,-0.150547,0,0,0.009799,0.155558,1.030004,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-19,24793.250000,-0.000758,14.260000,,,,,-321420.000000,-249449.733300,54571.917100,-1.318800,0.010026,0.159156,16.375000,14.260000,0.142600,0.159156,-0.016556,,,,-0.209895,0,1,0.009800,0.155563,1.023097,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-20,25112.400391,0.012872,13.670000,,,,,-301352.000000,-252650.433300,54710.768700,-0.890200,0.010010,0.158908,16.109667,13.670000,0.136700,0.158908,-0.022208,,,,-0.141460,0,0,0.009868,0.156646,1.014445,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2025-06-23,24971.900391,-0.005595,14.050000,,,,,-250780.000000,-254234.133300,53913.886500,0.064100,0.007313,0.116093,15.965000,14.050000,0.140500,0.116093,0.024407,,,,0.007442,0,0,0.009895,0.157085,0.739048,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2025-06-24,25044.349609,0.002901,13.640000,,,,,-266081.000000,-257639.666700,51168.882000,-0.165000,0.006833,0.108467,15.813000,13.640000,0.136400,0.108467,0.027933,,,,-0.017897,0,0,0.009896,0.157089,0.690484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-06-25,25244.750000,0.008002,12.960000,,,,,-254583.000000,-258847.666700,50634.156900,0.084200,0.006945,0.110243,15.670667,12.960000,0.129600,0.110243,0.019357,,,,0.009282,0,0,0.009923,0.157519,0.699874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-06-26,25549.000000,0.012052,12.590000,,,,,-277474.000000,-259545.800000,50745.363100,-0.353300,0.006677,0.105998,15.527333,12.590000,0.125900,0.105998,0.019902,,,,-0.037449,0,0,0.009991,0.158601,0.668329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-06-27,25637.800781,0.003476,12.390000,,,,,-307793.000000,-261168.066700,51503.708300,-0.905300,0.006681,0.106059,15.388667,12.390000,0.123900,0.106059,0.017841,,,,-0.096015,0,0,0.009967,0.158229,0.670290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-06-30,25517.050781,-0.004710,12.790000,,,,,-183809.000000,-259677.900000,53102.973000,1.428700,0.006723,0.106719,15.236333,12.790000,0.127900,0.106719,0.021181,,,,0.152469,0,1,0.009901,0.157168,0.679010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-01,25541.800781,0.000970,12.530000,,,,,-254148.000000,-261470.333300,51926.741400,0.141000,0.006377,0.101238,15.074333,12.530000,0.125300,0.101238,0.024062,,,,0.014274,0,0,0.009899,0.157140,0.644253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-02,25453.400391,-0.003461,12.450000,,,,,-296911.000000,-265828.800000,49058.982800,-0.633600,0.006383,0.101327,14.904333,12.450000,0.124500,0.101327,0.023173,,,,-0.064201,0,0,0.009854,0.156431,0.647745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-03,25405.300781,-0.001890,12.390000,,,,,-325659.000000,-272231.100000,43414.442000,-1.230600,0.006174,0.098007,14.742000,12.390000,0.123900,0.098007,0.025893,,,,-0.120607,0,1,0.009860,0.156517,0.626175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-04,25461.000000,0.002192,12.320000,,,,,-430886.000000,-279770.466700,50366.224700,-3.000300,0.005951,0.094467,14.576667,12.320000,0.123200,0.094467,0.028733,,,,-0.283430,0,1,0.009606,0.152495,0.619475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-07,25461.300781,0.000012,12.560000,,,,,-250044.000000,-281295.866700,48665.391600,0.642200,0.005873,0.093224,14.394667,12.560000,0.125600,0.093224,0.032376,,,,0.059868,0,0,0.009606,0.152486,0.611358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-08,25522.500000,0.002404,12.200000,,,,,-213189.000000,-280969.600000,49100.723900,1.380400,0.005700,0.090486,14.183333,12.200000,0.122000,0.090486,0.031514,,,,0.124906,0,1,0.009599,0.152375,0.593835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-09,25476.099609,-0.001818,11.940000,,,,,-232456.000000,-281191.466700,48857.272500,0.997500,0.005677,0.090114,13.980667,11.940000,0.119400,0.090114,0.029286,,,,0.089889,0,0,0.009546,0.151531,0.594691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-10,25355.250000,-0.004744,11.670000,,,,,-123588.000000,-278199.733300,55457.494300,2.787900,0.005753,0.091324,13.822333,11.670000,0.116700,0.091324,0.025376,,,,0.254604,0,1,0.009532,0.151322,0.603512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-11,25149.849609,-0.008101,11.820000,,,,,-337136.000000,-282143.033300,55296.547700,-0.994500,0.005931,0.094158,13.680333,11.820000,0.118200,0.094158,0.024042,,,,-0.093640,0,0,0.009588,0.152212,0.618595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-14,25082.300781,-0.002686,11.980000,,,,,-115199.000000,-276450.666700,63124.701700,2.554500,0.005951,0.094466,13.507667,11.980000,0.119800,0.094466,0.025334,,,,0.241315,0,1,0.009580,0.152080,0.621164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-15,25195.800781,0.004525,11.480000,,,,,-154013.000000,-271280.400000,66612.309300,1.760400,0.005818,0.092358,13.338333,11.480000,0.114800,0.092358,0.022442,,,,0.162587,0,1,0.009586,0.152178,0.606910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-16,25212.050781,0.000645,11.240000,,,,,-108203.000000,-265075.533300,72774.062200,2.155600,0.005802,0.092108,13.188000,11.240000,0.112400,0.092108,0.020292,,,,0.198547,0,1,0.009582,0.152115,0.605514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2025-07-17,25111.449219,-0.003990,11.240000,,,,,-105476.000000,-258201.900000,77785.740900,1.963400,0.005802,0.092103,13.060000,11.240000,0.112400,0.092103,0.020297,,,,0.180834,0,1,0.009587,0.152188,0.605189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
